AgentID,FirstName,LastName,PhoneNumber,Email,AgencyName,LicenseNumber,HireDate,CommissionRate,Region,PerformanceRating,ActiveStatus,BranchID
405,Carlos,Ray,(481) 717-5242,christopher27@andersen-good.info,"Glass, Case and Bonilla",63760133,2024-01-05,0.1172,GA,1,1,8
406,Megan,Crane,(054) 669-2758,christopher68@baker-hutchinson.com,"Madden, Brown and Gibbs",14884890,2019-04-13,0.1021,MI,3,1,31
407,Jeffrey,Sawyer,(802) 146-2961,baileytaylor@mccullough.com,Tate-Gonzalez,26783920,2022-11-18,0.1484,NC,2,1,2
408,Benjamin,Moore,(155) 973-7147,nthomas@carroll-huerta.biz,Mayer LLC,11738720,2016-07-26,0.1377,IL,4,1,25
409,Christopher,Jones,(673) 030-6442,tmiller@savage-warren.com,Rivas Inc,23177940,2024-05-29,0.0983,NC,2,1,20
410,Tammy,Kim,(542) 356-7782,jmorrow@gonzalez.com,Beck-Colon,75718896,2018-04-07,0.0633,CA,4,1,31
411,Abigail,Smith,(502) 727-5164,iharding@cole.com,"Werner, Fisher and Payne",13088381,2023-06-21,0.1266,PA,1,1,34
412,Allen,Mosley,(963) 533-9055,lyonsdeborah@gutierrez-bell.net,Mills-Hubbard,62225762,2013-10-20,0.0657,TX,1,1,20
413,Patrick,Bruce,(276) 528-9286,swalters@pace.com,Davis Inc,52331722,2012-11-26,0.0571,MI,3,1,36
414,Elizabeth,Christian,(617) 981-7890,jeffreygibson@wilson-gates.com,Ponce-Sloan,14610415,2021-06-17,0.1093,GA,5,1,4
415,Emily,Smith,(605) 384-4446,bjohnson@gibbs.org,Rogers-Haley,87659741,2017-12-31,0.1313,GA,1,1,22
416,Sheila,Myers,(386) 396-0962,richardflores@kim.com,"Wilson, Ray and Myers",67491823,2018-04-17,0.0683,IL,3,1,44
417,Cristina,Watkins,(482) 531-1060,montgomeryamy@armstrong.com,Walters-Strickland,01482355,2023-12-10,0.0906,TX,3,1,2
418,Christopher,Thomas,(334) 383-6404,littlebeth@rodriguez.com,Thomas LLC,75446593,2014-02-24,0.0841,MI,4,1,5
419,Charles,Chung,(117) 536-1706,clarkrobert@schultz-hayes.com,Evans and Sons,53616778,2014-01-18,0.0614,MI,4,1,28
420,Adam,Boyd,(990) 155-7998,sara39@herrera.net,Robinson LLC,81901873,2022-03-14,0.0994,CA,1,1,7
421,James,Davis,(305) 231-2447,stuart76@potts.com,"Mathis, Love and Hayden",89601153,2012-12-05,0.1078,NY,2,1,9
422,Julie,Cabrera,(994) 237-6769,lawsonruben@gomez.info,Preston PLC,27699799,2012-09-22,0.1083,MI,5,1,21
423,Lisa,Jordan,(964) 985-6012,michaeljones@watson.com,Barker-Love,80990591,2015-04-13,0.0782,CA,2,1,9
424,Alison,Garcia,(795) 381-6493,jennifer19@fisher.com,Gonzalez Group,33335641,2014-08-12,0.0885,IL,4,1,38
425,Patrick,Ray,(046) 117-2959,andrew90@mitchell-skinner.biz,Huang PLC,10618691,2019-06-17,0.0637,OH,4,1,43
426,Richard,Hawkins,(501) 716-4455,troy06@horton-gibson.com,Pace-Garcia,64155431,2011-08-23,0.1105,MI,4,1,45
427,Jennifer,Burnett,(002) 156-3213,villamiranda@ware-williams.com,Jones-Murphy,72950043,2014-10-14,0.108,TX,2,1,16
428,Karen,Barron,(642) 297-1252,qwalsh@boyd.org,Stanley-Bray,99740804,2021-05-26,0.1242,TX,5,1,34
429,Heather,Jones,(731) 441-5833,abrown@robinson.com,Clark-Garza,69504953,2016-06-14,0.0853,PA,3,1,20
430,Paul,Chavez,(854) 728-1235,kimberlylopez@henderson-parks.org,"Garcia, Murray and Rodriguez",97750410,2019-12-14,0.149,MI,1,1,45
431,Joseph,Mcintosh,(307) 240-7875,gomezjason@shaw-romero.com,Nelson-Davis,10726227,2012-11-06,0.1104,MI,2,1,6
432,Catherine,Stone,(663) 436-2948,maldonadodebbie@robinson.com,"Adams, Jones and Garcia",82747830,2022-01-04,0.0645,FL,4,1,24
433,Kristi,Bailey,(966) 613-4732,janice40@lopez.org,Stevenson-Phelps,72462736,2014-10-30,0.1255,TX,1,1,27
434,Elizabeth,Patterson,(325) 122-5720,thompsonjoseph@jackson.org,Montes-Aguilar,44992632,2022-09-05,0.103,OH,1,1,26
435,Gary,Thomas,(371) 009-4388,garcialinda@chavez-navarro.net,Alvarado-King,33590538,2019-04-14,0.111,PA,3,1,29
436,Jessica,Smith,(054) 589-7148,qchase@howard.com,"Figueroa, Mcpherson and Howard",25462675,2018-10-12,0.1178,FL,3,1,7
437,Renee,Bailey,(136) 148-7824,peter64@lee-riley.com,"Martinez, Pope and Knight",00456372,2023-08-22,0.0534,MI,1,0,44
438,Cindy,Beck,(541) 072-7284,tommy14@chavez.com,"Martinez, Freeman and Smith",68967181,2024-06-16,0.1156,MI,2,1,39
439,Jennifer,Thomas,(004) 254-8821,ryanhull@robinson-kennedy.com,Cain Ltd,12604976,2016-12-19,0.1168,IL,3,1,45
440,Erika,Morris,(661) 449-4296,feliciagonzalez@butler.com,Miller-Knight,20392810,2017-07-19,0.1479,NY,5,1,5
441,William,Jennings,(782) 661-2875,taylor67@ali-murray.net,Bernard Group,41726971,2021-08-31,0.0573,MI,3,1,42
442,Rachel,Rich,(294) 398-5298,camposphilip@santiago-ford.net,Combs-Miller,81696279,2012-06-24,0.1075,NC,4,1,2
443,Joy,Craig,(159) 149-7501,mileszachary@yang.com,Fuller-Ball,87750984,2015-07-28,0.1067,IL,3,1,26
444,Collin,Harris,(793) 110-2918,gjohnson@myers-howe.com,Webb-White,09638387,2011-02-01,0.079,NY,2,1,26
445,Donald,Garner,(849) 791-6202,georgeharmon@gonzalez.com,"Vasquez, Contreras and Myers",62316484,2014-12-21,0.0689,CA,2,0,25
446,Pedro,Carpenter,(176) 620-4719,brewerpatricia@wallace.com,Khan-Ellis,23764989,2022-11-05,0.0516,IL,1,1,38
447,Greg,Hernandez,(258) 835-8681,stephen24@turner.info,Estes-Obrien,01864681,2011-02-17,0.1079,TX,1,1,47
448,Christina,Powell,(988) 425-9959,johnsonjessica@davis.info,"Alvarez, Wolf and Zavala",64907110,2014-01-16,0.0807,TX,4,1,32
449,Benjamin,Brady,(312) 661-0941,mhines@pittman.info,Anderson-Walsh,08156023,2024-09-24,0.1336,OH,3,1,38
450,Lisa,Stokes,(334) 774-3326,christopherjohnson@davis.com,Schroeder-Carroll,51877531,2020-06-10,0.0641,OH,2,1,44
451,Michael,Montgomery,(152) 873-3978,lauriegonzales@bennett.net,Garcia-Jimenez,12517631,2025-09-06,0.138,TX,1,0,36
452,Monique,Moore,(985) 034-4651,charles93@frederick.com,"Terry, Rodriguez and Ruiz",75267411,2011-11-07,0.0771,GA,4,1,6
453,Amy,Gross,(005) 643-5023,youngcharles@strong.com,Zavala-Dodson,60149673,2015-06-14,0.0505,NY,2,1,12
454,William,Santos,(918) 724-0107,ywoods@smith.com,Ferguson Group,96895462,2021-02-24,0.0553,TX,2,1,34
455,Devin,Kim,(087) 066-2668,michael56@allen.org,Perez Ltd,41903226,2022-07-30,0.139,GA,1,1,31
456,Henry,Williams,(890) 030-1027,carrie34@obrien.com,"Jones, Wright and Stephens",91741875,2023-10-12,0.0826,NY,3,1,4
457,Luis,Weaver,(537) 458-4384,brownrachel@sampson.com,"Hall, Harmon and Clark",30783244,2019-05-25,0.139,FL,2,1,8
458,Joshua,Cruz,(203) 771-0704,brownmelissa@simpson-roy.biz,Williams-Harris,13413230,2017-04-23,0.1069,PA,2,1,30
459,Sandra,Solomon,(680) 408-5095,katherinepeterson@hamilton.com,Tran Ltd,41386766,2014-02-10,0.067,NC,2,0,30
460,Tanner,Riddle,(487) 699-8426,davidsmith@tapia.net,Morgan-Foster,49582772,2022-07-05,0.0827,MI,2,1,34
461,Mary,Abbott,(454) 490-1495,cford@owens.info,"Richard, Robinson and Brown",99840975,2021-06-12,0.0926,OH,4,1,38
462,Misty,Martinez,(498) 517-2444,dylanwilliamson@hall.com,Cohen Group,84250791,2012-04-30,0.0796,TX,1,1,45
463,Jennifer,Burke,(508) 304-4058,daniel87@dixon.com,Hudson-Calderon,14559417,2020-11-03,0.0685,IL,4,1,20
464,Theresa,Merritt,(616) 420-5955,thomas49@martin.com,Buck Inc,80830429,2022-07-24,0.1042,NY,1,1,1
465,Antonio,Barber,(935) 889-5369,pfarmer@friedman.org,"Cuevas, Mccoy and Gross",70968136,2012-10-13,0.0866,FL,5,1,22
466,James,Johnston,(180) 978-8754,marklloyd@hall-edwards.com,"Allen, Oconnor and Beard",72921495,2020-02-23,0.1459,NY,2,1,36
467,Kristie,Hall,(158) 815-7937,sarasanchez@craig-wade.org,Flynn-Peterson,54034584,2017-02-17,0.1032,NC,3,1,18
468,Alexis,Martinez,(166) 829-7327,kathy71@booth.com,"Jackson, Jones and Robertson",79890840,2012-12-25,0.1398,PA,1,1,24
469,Phyllis,Villanueva,(665) 268-3415,mcknightbrandon@mccall.info,"Davenport, Roberts and Woods",11129046,2019-12-25,0.1432,GA,3,1,18
470,Nicolas,Gonzales,(298) 120-9957,shirley13@snyder-williams.net,"Riley, Anthony and Simmons",62082964,2013-04-07,0.0843,IL,4,1,48
471,Nichole,Edwards,(652) 203-6849,justin14@tucker-walker.com,Crosby-Green,55458372,2016-06-19,0.0872,PA,1,1,45
472,Carmen,Williams,(134) 213-8820,adamwall@wood.org,Dennis-Meyer,41972986,2021-04-15,0.1166,FL,2,1,19
473,Victoria,Dennis,(741) 176-7412,schmittlinda@mcguire.net,Hill-Mccoy,95432769,2025-02-10,0.0648,GA,5,1,3
474,Stacy,Burton,(150) 618-5380,derrickbennett@nunez.info,Washington and Sons,39441430,2019-09-13,0.1238,NC,3,1,35
475,Travis,Carr,(742) 318-3061,benjaminwatts@james.info,"Sandoval, White and Evans",42995159,2023-06-16,0.0942,TX,4,1,19
476,Jeffery,Mccarty,(477) 695-8741,robert75@bates.com,Huber-Guerrero,61062336,2014-12-02,0.0695,NC,2,1,9
477,William,Wu,(627) 796-3044,xbrown@green-stewart.biz,Coleman-Green,20546051,2016-11-20,0.0818,MI,5,1,50
478,Nancy,Herrera,(473) 504-7639,gouldchristina@anderson-fernandez.com,Davis-Bush,31833239,2011-11-27,0.1374,TX,2,1,43
479,Randall,Robbins,(810) 835-8328,laurie55@lewis-quinn.com,Bruce PLC,74417874,2016-12-22,0.1336,MI,1,1,29
480,Arthur,Brady,(867) 024-4033,irios@mcdowell.net,"Warner, Oconnor and Smith",48909704,2012-09-20,0.1414,OH,2,1,20
481,Ronald,Paul,(892) 196-3945,joshua31@costa-johnston.biz,Jordan-Walker,59182483,2023-08-11,0.1085,GA,5,1,46
482,Jessica,Bean,(847) 488-3607,chavezbecky@sanders.info,Woods-Rodriguez,00298468,2017-11-20,0.0917,GA,2,0,15
483,Christopher,Powell,(521) 182-3793,kmills@brown.com,Collins-Morgan,29075586,2016-04-05,0.0976,TX,3,1,49
484,Amy,Edwards,(059) 960-4387,marcfletcher@peters.com,Lyons-Bennett,02514630,2013-07-15,0.0861,IL,1,1,37
485,Tyler,Sims,(028) 123-7106,jtaylor@ross-phillips.biz,Cortez-Beard,60167513,2023-11-08,0.0816,PA,3,1,34
486,Leah,Crane,(859) 592-2483,april47@clark-rivera.com,Warren Group,35311274,2015-08-03,0.1421,FL,1,1,45
487,Heather,Medina,(562) 271-0433,cody97@moore.com,Fuller-Reilly,21868555,2011-02-22,0.1256,TX,4,1,33
488,Darlene,Harris,(469) 459-6488,dakotarobinson@baker.com,"Matthews, Miranda and Rivera",11036149,2015-08-25,0.1023,IL,2,1,5
489,Christopher,Pratt,(994) 973-2033,douglasalvarez@morris.com,"Aguirre, Coleman and Ruiz",71166329,2024-02-09,0.0925,TX,1,0,2
490,Mary,Stewart,(813) 866-6754,waremegan@dougherty.com,Castro-Henry,70175012,2016-02-15,0.0566,CA,1,1,31
491,Jessica,Lewis,(418) 652-0575,patrickwhite@cowan.com,Willis LLC,29130899,2024-05-25,0.0848,FL,5,1,39
492,Bradley,Dominguez,(548) 094-0476,joshua09@roy.org,"Gibson, Thompson and Brady",25050212,2012-07-29,0.1402,NC,1,1,40
493,Robert,Singleton,(810) 509-2221,ramosjennifer@davis-stephens.com,"Mendez, Smith and Hood",99846161,2021-12-28,0.1335,OH,4,1,7
494,James,Juarez,(529) 580-6601,jessicamiller@williams-franklin.net,Thompson-Francis,47345432,2025-05-28,0.1222,TX,3,1,15
495,Ashlee,Ford,(044) 851-5791,hardinian@lopez.com,Kramer and Sons,26394528,2025-03-25,0.0689,TX,4,1,25
496,Janice,Thompson,(571) 343-2406,annettegutierrez@nelson.com,Green-Gonzales,19414601,2021-10-30,0.0901,MI,1,1,24
497,Paul,Medina,(759) 558-7209,victoriahamilton@cochran.net,"Gallegos, Bauer and Davis",09359187,2012-07-19,0.0779,MI,5,1,11
498,Donald,Willis,(343) 740-1827,anne90@haynes-soto.com,Fisher LLC,93699514,2024-02-18,0.0622,GA,4,1,42
499,Lisa,Bryant,(125) 427-8207,esimon@king.org,Olson-Morales,07840163,2016-09-14,0.0803,MI,1,1,9
500,Frank,Jackson,(381) 664-9690,olivia83@walton.com,Parker and Sons,77726423,2011-08-29,0.136,NC,1,1,43
