EmployeeID,FullName,FirstName,LastName,Email,Gender,DateOfBirth,Age,HireDate,TerminationDate,IsActive,YearsAtCompany,DepartmentID,JobRoleID,LocationID,EducationID,ManagerID
384,Eman Masoud,Eman,Masoud,eman.masoud@hotmail.com,Female,1987-05-19,,2019-10-06,,1,,4,1,1,1,9.0
385,Shafik Siddiq,Shafik,Siddiq,shafik.siddiq@icloud.com,Male,1989-08-03,,2024-04-06,,1,,2,4,4,2,31.0
386,Amr Metwally,Amr,Metwally,amr.metwally@icloud.com,Male,1996-06-11,,2024-07-10,,1,,5,3,2,1,27.0
387,Zuhair Makram,Zuhair,Makram,zuhair.makram@yahoo.com,Male,2000-03-24,,2021-11-25,,0,,1,1,2,2,36.0
388,Rashad Elmesmary,Rashad,Elmesmary,rashad.elmesmary@yahoo.com,Male,1987-01-28,,2016-08-23,,0,,1,2,4,3,15.0
389,Karim Fouad,Karim,Fouad,karim.fouad@yahoo.com,Male,1986-09-17,,2018-12-23,,1,,2,1,2,3,41.0
390,Hind Zohny,Hind,Zohny,hind.zohny@outlook.com,Female,1989-12-23,,2017-10-25,,1,,1,2,2,2,33.0
391,Taher El-Rashidy,Taher,El-Rashidy,taher.el-rashidy@hotmail.com,Male,1987-04-03,,2021-12-08,,1,,4,3,2,1,22.0
392,Diaa Elhadidi,Diaa,Elhadidi,diaa.elhadidi@gmail.com,Male,1987-02-01,,2020-04-18,,0,,5,3,4,2,2.0
393,Talaat Girgis,Talaat,Girgis,talaat.girgis@gmail.com,Male,1993-07-21,,2016-10-06,,1,,1,5,3,3,8.0
394,Rizk Zekry,Rizk,Zekry,rizk.zekry@hotmail.com,Male,1999-01-22,,2017-06-10,2021-06-30,1,,3,3,2,2,37.0
395,Moustafa Theodor,Moustafa,Theodor,moustafa.theodor@yahoo.com,Male,1985-09-23,,2025-06-13,,1,,4,5,4,1,46.0
396,Omar El-Omari,Omar,El-Omari,omar.el-omari@yahoo.com,Male,1987-11-16,,2019-02-07,,0,,5,1,2,2,46.0
397,Salah Zekry,Salah,Zekry,salah.zekry@icloud.com,Male,1991-03-07,,2025-05-03,,1,,2,5,1,2,47.0
398,Yasmin Samir,Yasmin,Samir,yasmin.samir@gmail.com,Female,1988-05-06,,2025-01-19,,0,,3,4,2,3,36.0
399,Iman Kyrollos,Iman,Kyrollos,iman.kyrollos@gmail.com,Female,1993-11-24,,2019-05-18,,1,,4,2,1,2,9.0
400,Rehab Heneidy,Rehab,Heneidy,rehab.heneidy@hotmail.com,Female,1982-10-02,,2021-10-16,,1,,4,5,3,3,6.0
401,Nadia Nakhla,Nadia,Nakhla,nadia.nakhla@hotmail.com,Female,1991-09-27,,2022-09-27,,1,,1,3,4,3,27.0
402,Shams Zidan,Shams,Zidan,shams.zidan@outlook.com,Male,1991-05-08,,2021-02-16,,0,,1,4,4,3,34.0
403,Malak Atiya,Malak,Atiya,malak.atiya@gmail.com,Female,2000-09-15,,2024-07-05,,1,,4,4,3,3,18.0
404,Kareem Ahmed,Kareem,Ahmed,kareem.ahmed@icloud.com,Male,1990-10-25,,2017-11-15,,1,,1,4,3,2,8.0
405,Yara Abraam,Yara,Abraam,yara.abraam@yahoo.com,Female,1983-08-07,,2025-05-05,,0,,2,5,4,1,29.0
406,Qasim Eldeeb,Qasim,Eldeeb,qasim.eldeeb@yahoo.com,Male,1993-02-09,,2021-12-10,,1,,5,5,3,2,10.0
407,Ashraf Shehata,Ashraf,Shehata,ashraf.shehata@gmail.com,Male,1997-08-11,,2023-02-19,,0,,3,2,1,2,1.0
408,Mokhtar Moftah,Mokhtar,Moftah,mokhtar.moftah@icloud.com,Male,1994-06-24,,2016-12-07,,1,,5,4,3,3,30.0
409,Zubaida Desouki,Zubaida,Desouki,zubaida.desouki@yahoo.com,Female,1997-08-13,,2025-05-06,,0,,1,5,4,3,24.0
410,Hafez Kamal,Hafez,Kamal,hafez.kamal@icloud.com,Male,1996-07-13,,2025-05-03,,1,,4,2,3,1,23.0
411,Tawfik Rashad,Tawfik,Rashad,tawfik.rashad@yahoo.com,Male,1992-05-28,,2022-08-05,,0,,5,2,3,1,45.0
412,Hana El-Taher,Hana,El-Taher,hana.el-taher@icloud.com,Female,1990-09-14,,2024-12-20,,1,,4,3,3,1,33.0
413,Rahma Shawky,Rahma,Shawky,rahma.shawky@hotmail.com,Female,1981-01-23,,2020-11-12,,0,,2,3,4,2,50.0
414,Tahani Elgindy,Tahani,Elgindy,tahani.elgindy@yahoo.com,Female,1981-11-04,,2019-05-07,,0,,4,2,4,1,36.0
415,Hana Elkady,Hana,Elkady,hana.elkady@icloud.com,Female,1991-03-11,,2017-07-17,,0,,3,5,2,3,41.0
416,Shafik Elgammal,Shafik,Elgammal,shafik.elgammal@outlook.com,Male,1988-05-06,,2017-02-22,2018-06-04,1,,4,1,3,3,46.0
417,Samira Abdelhamid,Samira,Abdelhamid,samira.abdelhamid@yahoo.com,Female,1999-12-12,,2025-07-09,,1,,4,2,3,2,35.0
418,Zain El-Masry,Zain,El-Masry,zain.el-masry@gmail.com,Male,1997-05-09,,2021-08-28,,0,,2,5,4,1,37.0
419,Iqbal Ezzat,Iqbal,Ezzat,iqbal.ezzat@outlook.com,Female,1995-01-15,,2025-05-13,,1,,2,5,1,3,43.0
420,Hanan Dawoud,Hanan,Dawoud,hanan.dawoud@gmail.com,Female,1998-03-22,,2015-10-01,,1,,2,5,3,2,2.0
421,Hisham Fahim,Hisham,Fahim,hisham.fahim@outlook.com,Male,1980-11-24,,2020-07-08,,1,,1,5,3,3,10.0
422,Maram Dawoud,Maram,Dawoud,maram.dawoud@outlook.com,Female,1982-10-25,,2019-07-18,,0,,5,5,4,3,31.0
423,Sobhy Theodor,Sobhy,Theodor,sobhy.theodor@hotmail.com,Male,1987-05-02,,2020-10-20,,0,,1,3,2,2,38.0
424,Iman Dawoud,Iman,Dawoud,iman.dawoud@icloud.com,Female,1983-12-12,,2016-11-06,,1,,3,5,2,3,6.0
425,Ehab Mansy,Ehab,Mansy,ehab.mansy@outlook.com,Male,1986-12-10,,2024-02-27,,1,,2,3,4,3,15.0
426,Nivin Saqr,Nivin,Saqr,nivin.saqr@hotmail.com,Female,1998-04-07,,2021-08-22,,0,,5,3,1,1,42.0
427,Omar Elgindy,Omar,Elgindy,omar.elgindy@hotmail.com,Male,1984-05-27,,2019-06-09,2025-01-10,1,,3,2,3,1,33.0
428,Haneen Abdelaziz,Haneen,Abdelaziz,haneen.abdelaziz@outlook.com,Female,1980-03-09,,2021-09-14,,1,,4,5,1,3,3.0
429,Warda Qassem,Warda,Qassem,warda.qassem@hotmail.com,Female,1985-11-25,,2025-03-10,,0,,1,1,3,3,39.0
430,Zainab Neseem,Zainab,Neseem,zainab.neseem@outlook.com,Female,1991-11-17,,2016-10-22,2016-12-20,1,,3,2,3,1,50.0
431,Tamer Elwakil,Tamer,Elwakil,tamer.elwakil@icloud.com,Male,1981-04-24,,2018-03-13,,1,,2,5,4,3,37.0
432,Shady Samir,Shady,Samir,shady.samir@hotmail.com,Male,1997-02-10,,2019-07-11,,1,,2,2,4,2,14.0
433,Talaat El-Nahas,Talaat,El-Nahas,talaat.el-nahas@yahoo.com,Male,1989-04-18,,2024-04-13,,1,,2,5,3,2,7.0
434,Ziad Gabriel,Ziad,Gabriel,ziad.gabriel@icloud.com,Male,1994-02-17,,2021-01-09,,1,,1,3,3,1,18.0
435,Amr Neseem,Amr,Neseem,amr.neseem@icloud.com,Male,1994-08-02,,2022-10-18,,0,,2,5,4,2,15.0
436,Samira Abraam,Samira,Abraam,samira.abraam@outlook.com,Female,1988-06-22,,2016-02-12,,0,,2,4,3,2,15.0
437,Moustafa Nassar,Moustafa,Nassar,moustafa.nassar@gmail.com,Male,1988-09-23,,2015-12-21,,1,,5,5,2,2,49.0
438,Adel Malak,Adel,Malak,adel.malak@yahoo.com,Male,1980-05-03,,2020-03-12,,1,,5,3,3,2,45.0
439,Hana Girgis,Hana,Girgis,hana.girgis@gmail.com,Female,1981-10-01,,2018-09-26,,1,,2,4,1,1,34.0
440,Maged Badawy,Maged,Badawy,maged.badawy@gmail.com,Male,1992-05-24,,2018-10-08,,1,,3,1,2,3,7.0
441,Fathy Abdelkader,Fathy,Abdelkader,fathy.abdelkader@outlook.com,Male,1981-03-27,,2015-02-15,,1,,5,4,2,3,23.0
442,Ziad Abdelsalam,Ziad,Abdelsalam,ziad.abdelsalam@yahoo.com,Male,1985-08-12,,2015-04-02,,0,,1,1,2,3,26.0
443,Wafaa El-Demerdash,Wafaa,El-Demerdash,wafaa.el-demerdash@icloud.com,Female,1998-03-22,,2020-06-27,,1,,5,2,2,1,21.0
444,Ismail Abraam,Ismail,Abraam,ismail.abraam@hotmail.com,Male,1990-08-08,,2015-10-15,,1,,1,5,2,1,1.0
445,Ismail Hassan,Ismail,Hassan,ismail.hassan@gmail.com,Male,1993-09-14,,2018-08-22,,1,,5,1,4,3,27.0
446,Tamer Abdelhalim,Tamer,Abdelhalim,tamer.abdelhalim@gmail.com,Male,1982-06-25,,2015-05-14,,1,,3,2,1,2,42.0
447,Zakaria Khalil,Zakaria,Khalil,zakaria.khalil@gmail.com,Male,1980-05-15,,2016-07-20,,1,,4,1,2,2,23.0
448,Diaa Mahmoud,Diaa,Mahmoud,diaa.mahmoud@gmail.com,Male,1995-03-22,,2017-02-07,,0,,2,2,3,1,11.0
449,Riham El-Rashidy,Riham,El-Rashidy,riham.el-rashidy@yahoo.com,Female,2000-12-16,,2015-05-12,,1,,2,1,4,3,4.0
450,Amina Elhadidi,Amina,Elhadidi,amina.elhadidi@hotmail.com,Female,1980-10-14,,2023-12-21,,1,,5,5,3,3,32.0
451,Najwa El-Khayyat,Najwa,El-Khayyat,najwa.el-khayyat@gmail.com,Female,1989-12-28,,2025-02-04,,1,,2,3,2,3,14.0
452,Sahar Ahmed,Sahar,Ahmed,sahar.ahmed@outlook.com,Female,1988-07-10,,2021-08-19,,0,,4,4,4,1,46.0
453,Taher Abu Zeid,Taher,Abu Zeid,taher.zeid@gmail.com,Male,1984-01-26,,2022-01-17,,1,,5,1,2,1,23.0
454,Abdelrahman Elgendy,Abdelrahman,Elgendy,abdelrahman.elgendy@outlook.com,Male,1994-03-12,,2022-05-04,,1,,5,3,4,2,9.0
455,Hala Abdelhamid,Hala,Abdelhamid,hala.abdelhamid@icloud.com,Female,1985-06-26,,2021-09-24,,1,,1,3,4,2,34.0
456,Eman Hanna,Eman,Hanna,eman.hanna@gmail.com,Female,1992-09-23,,2018-04-13,2023-11-12,0,,4,3,3,1,48.0
457,Habiba Abdelsalam,Habiba,Abdelsalam,habiba.abdelsalam@outlook.com,Female,1984-03-10,,2024-10-07,,1,,1,1,4,2,33.0
458,Abdelsalam Elmorshedy,Abdelsalam,Elmorshedy,abdelsalam.elmorshedy@icloud.com,Male,1998-05-21,,2017-02-23,,1,,3,1,4,3,20.0
459,Dalia Shams el-Din,Dalia,Shams el-Din,daliael-din@outlook.com,Female,1994-11-09,,2022-10-24,,1,,3,3,1,3,32.0
460,Suhair Coptic,Suhair,Coptic,suhair.coptic@yahoo.com,Female,1988-10-08,,2015-02-01,,0,,5,5,2,2,1.0
461,Zain Abdelsalam,Zain,Abdelsalam,zain.abdelsalam@hotmail.com,Female,1999-10-09,,2021-08-28,,1,,4,4,3,1,50.0
462,Hazem El-Gohary,Hazem,El-Gohary,hazem.el-gohary@yahoo.com,Male,2000-07-16,,2018-09-10,,0,,3,1,2,1,2.0
463,Maher Sleiman,Maher,Sleiman,maher.sleiman@yahoo.com,Male,1999-06-10,,2015-07-01,,1,,3,2,2,1,10.0
464,Nihal Elhadidi,Nihal,Elhadidi,nihal.elhadidi@gmail.com,Female,1989-07-03,,2024-04-28,,1,,5,1,1,2,33.0
465,Nourhan Saeed,Nourhan,Saeed,nourhan.saeed@icloud.com,Female,1992-06-20,,2019-02-14,2019-09-08,1,,5,5,2,1,13.0
466,Nesma Elkholy,Nesma,Elkholy,nesma.elkholy@hotmail.com,Female,1987-06-17,,2019-05-09,,0,,5,3,1,1,24.0
467,Montasser Helal,Montasser,Helal,montasser.helal@icloud.com,Male,1982-06-24,,2023-01-27,,1,,1,1,1,3,39.0
468,Ismail Eltawil,Ismail,Eltawil,ismail.eltawil@icloud.com,Male,1995-10-14,,2020-10-23,,1,,5,3,2,1,21.0
469,Rasheed Elshafei,Rasheed,Elshafei,rasheed.elshafei@gmail.com,Male,1985-03-11,,2021-05-28,,1,,5,3,2,3,15.0
470,Yara Zekry,Yara,Zekry,yara.zekry@gmail.com,Female,1990-08-20,,2023-07-19,2024-09-03,1,,5,5,3,3,4.0
471,Hisham Hanna,Hisham,Hanna,hisham.hanna@hotmail.com,Male,1985-04-26,,2022-07-25,,1,,3,3,1,2,3.0
472,Mariam Makary,Mariam,Makary,mariam.makary@icloud.com,Female,1983-01-17,,2021-02-20,,1,,2,2,1,2,5.0
473,Randa El-Kerdany,Randa,El-Kerdany,randa.el-kerdany@gmail.com,Female,1980-05-01,,2021-08-20,,1,,2,2,4,2,4.0
474,Basma Zayed,Basma,Zayed,basma.zayed@outlook.com,Female,1995-04-09,,2016-05-07,,1,,5,5,4,1,42.0
475,Hind Rizk,Hind,Rizk,hind.rizk@icloud.com,Female,1999-03-27,,2017-01-27,,1,,2,4,4,2,1.0
476,Suhair Tarek,Suhair,Tarek,suhair.tarek@hotmail.com,Female,1985-01-25,,2017-09-16,,0,,5,2,3,3,30.0
477,Mariam Abdellatif,Mariam,Abdellatif,mariam.abdellatif@outlook.com,Female,1996-10-16,,2018-10-07,,1,,4,3,2,2,43.0
478,Ziad Kyrollos,Ziad,Kyrollos,ziad.kyrollos@outlook.com,Male,1998-07-20,,2015-01-07,,1,,5,2,3,2,37.0
479,Saad Hanna,Saad,Hanna,saad.hanna@outlook.com,Male,1986-08-03,,2022-06-24,,1,,4,1,1,2,19.0
480,Nashwa Nabil,Nashwa,Nabil,nashwa.nabil@hotmail.com,Female,1996-12-04,,2023-09-01,2024-04-08,1,,3,3,3,2,27.0
481,Intisar Zarif,Intisar,Zarif,intisar.zarif@hotmail.com,Female,1989-11-15,,2022-07-17,,1,,4,1,4,1,35.0
482,Sherif Antoun,Sherif,Antoun,sherif.antoun@icloud.com,Male,1988-03-21,,2023-06-14,,1,,3,3,1,1,24.0
483,Rania El-Sawy,Rania,El-Sawy,rania.el-sawy@outlook.com,Female,1991-09-26,,2023-04-24,,1,,3,4,4,1,2.0
484,Raafat El-Taher,Raafat,El-Taher,raafat.el-taher@outlook.com,Male,1984-09-01,,2019-09-24,,1,,5,1,4,3,50.0
485,Hany Abu Zeid,Hany,Abu Zeid,hany.zeid@gmail.com,Male,1983-03-17,,2024-06-21,,1,,3,5,1,3,17.0
486,Nihal Farag,Nihal,Farag,nihal.farag@hotmail.com,Female,1988-05-06,,2018-04-06,,1,,4,3,3,1,2.0
487,Mohamed Elwakil,Mohamed,Elwakil,mohamed.elwakil@gmail.com,Male,1981-02-12,,2022-05-16,,0,,2,5,3,2,4.0
488,Heba Barsoum,Heba,Barsoum,heba.barsoum@outlook.com,Female,1981-09-05,,2022-07-14,,1,,3,5,4,1,43.0
489,Rehab Abdelmeguid,Rehab,Abdelmeguid,rehab.abdelmeguid@hotmail.com,Female,1994-01-21,,2020-02-22,,1,,2,2,2,2,9.0
490,Sayed Alaa el-Din,Sayed,Alaa el-Din,sayed.el-din@icloud.com,Male,1986-09-25,,2021-09-02,,1,,4,1,2,1,36.0
491,Warda Ramadan,Warda,Ramadan,warda.ramadan@icloud.com,Female,1994-12-22,,2020-12-28,,1,,3,2,1,2,31.0
492,Tamer El-Taher,Tamer,El-Taher,tamer.el-taher@hotmail.com,Male,1985-03-20,,2017-01-12,,1,,1,1,1,3,37.0
493,Ebtisam Elmorsi,Ebtisam,Elmorsi,ebtisam.elmorsi@gmail.com,Female,1994-12-26,,2016-12-08,,1,,1,1,4,2,36.0
494,Fatima Fouad,Fatima,Fouad,fatima.fouad@icloud.com,Female,1981-02-28,,2016-07-22,,0,,5,3,2,3,16.0
495,Tamer Zakaria,Tamer,Zakaria,tamer.zakaria@hotmail.com,Male,1990-09-17,,2016-09-20,,1,,3,3,3,3,25.0
496,Reda Elsherbiny,Reda,Elsherbiny,reda.elsherbiny@outlook.com,Male,1980-03-25,,2017-02-19,,0,,5,5,3,3,35.0
497,Warda Rizk,Warda,Rizk,warda.rizk@hotmail.com,Female,2000-01-16,,2024-12-13,,1,,3,5,4,2,15.0
498,Layla Siddiq,Layla,Siddiq,layla.siddiq@yahoo.com,Female,1982-07-24,,2020-08-22,,1,,3,2,3,1,19.0
499,Naguib Rashad,Naguib,Rashad,naguib.rashad@yahoo.com,Male,1985-11-21,,2023-06-23,2024-09-11,1,,4,1,4,3,33.0
500,Reda Agmy,Reda,Agmy,reda.agmy@yahoo.com,Male,1983-08-26,,2015-04-05,,0,,3,1,1,2,38.0
501,Malak Elkhateeb,Malak,Elkhateeb,malak.elkhateeb@gmail.com,Female,1992-09-26,,2018-11-03,,0,,2,2,1,3,50.0
502,Nawal Shenouda,Nawal,Shenouda,nawal.shenouda@icloud.com,Female,1987-04-05,,2021-12-12,,1,,1,4,3,1,32.0
503,Iqbal Zakariya,Iqbal,Zakariya,iqbal.zakariya@outlook.com,Female,1999-05-04,,2016-04-01,,1,,1,3,3,2,37.0
504,Adel Haggag,Adel,Haggag,adel.haggag@yahoo.com,Male,1999-12-09,,2022-06-05,,0,,5,4,1,2,39.0
505,Salam Elsayed,Salam,Elsayed,salam.elsayed@outlook.com,Male,1988-10-24,,2016-02-02,,1,,1,3,4,2,16.0
506,Mariam El-Din,Mariam,El-Din,mariam.el-din@gmail.com,Female,1999-05-20,,2015-10-26,,1,,3,3,3,2,19.0
507,Maha Hefny,Maha,Hefny,maha.hefny@outlook.com,Female,1982-05-28,,2023-08-25,,1,,1,3,1,1,1.0
508,Raafat El-Din,Raafat,El-Din,raafat.el-din@gmail.com,Male,1980-09-14,,2018-03-13,,1,,1,2,1,3,23.0
509,Zakaria Mansour,Zakaria,Mansour,zakaria.mansour@gmail.com,Male,1998-11-10,,2024-11-12,,1,,1,1,3,3,48.0
510,Zakariya Makary,Zakariya,Makary,zakariya.makary@gmail.com,Male,1986-08-12,,2015-10-25,,1,,5,5,2,1,27.0
511,Zakaria Soliman,Zakaria,Soliman,zakaria.soliman@outlook.com,Male,1996-08-03,,2016-06-19,,1,,1,3,4,2,2.0
512,Montasser Malak,Montasser,Malak,montasser.malak@hotmail.com,Male,1983-12-17,,2016-12-17,,0,,3,3,4,1,29.0
513,Yasmeen Nabil,Yasmeen,Nabil,yasmeen.nabil@hotmail.com,Female,1993-08-04,,2023-07-08,,0,,3,2,1,2,11.0
514,Dina Zekry,Dina,Zekry,dina.zekry@hotmail.com,Female,1981-09-04,,2018-03-13,2020-06-16,1,,2,4,4,3,22.0
515,Rania Elgendy,Rania,Elgendy,rania.elgendy@yahoo.com,Female,1998-12-18,,2021-08-18,,1,,5,5,4,3,5.0
516,Ziad Qandil,Ziad,Qandil,ziad.qandil@gmail.com,Male,1992-05-17,,2016-01-24,,1,,2,3,2,3,10.0
517,Mamdouh Elrefaey,Mamdouh,Elrefaey,mamdouh.elrefaey@gmail.com,Male,1987-09-26,,2018-04-14,,1,,3,4,3,3,36.0
518,Zakariya El-Sherbiny,Zakariya,El-Sherbiny,zakariya.el-sherbiny@outlook.com,Male,1996-11-20,,2019-10-06,,1,,1,5,3,3,14.0
519,Sameh El-Gammal,Sameh,El-Gammal,sameh.el-gammal@outlook.com,Male,1991-04-20,,2025-03-18,,1,,3,4,4,1,45.0
520,Mokhtar Farag,Mokhtar,Farag,mokhtar.farag@icloud.com,Male,1989-06-20,,2019-01-12,,1,,1,1,2,3,24.0
521,Abdelwahab Abdelnabi,Abdelwahab,Abdelnabi,abdelwahab.abdelnabi@hotmail.com,Male,1980-06-26,,2016-11-19,,1,,4,3,3,3,11.0
522,Wafaa Wagdy,Wafaa,Wagdy,wafaa.wagdy@yahoo.com,Female,1992-03-03,,2021-02-21,,1,,5,5,2,1,42.0
523,Hafez Ashraf,Hafez,Ashraf,hafez.ashraf@outlook.com,Male,1995-07-26,,2022-04-26,,1,,5,3,4,2,10.0
524,Abdelsalam Abdelwahab,Abdelsalam,Abdelwahab,abdelsalam.abdelwahab@icloud.com,Male,1997-07-23,,2018-03-18,,1,,1,5,1,3,27.0
525,Ahmad Elmaghraby,Ahmad,Elmaghraby,ahmad.elmaghraby@hotmail.com,Male,1983-05-01,,2024-07-25,,1,,3,5,1,1,12.0
526,Yara Zakhary,Yara,Zakhary,yara.zakhary@hotmail.com,Female,1997-11-11,,2015-09-08,,1,,3,4,3,3,3.0
527,Basma Desouki,Basma,Desouki,basma.desouki@hotmail.com,Female,1987-06-20,,2023-02-20,,0,,4,3,4,3,24.0
528,Sami Boutros,Sami,Boutros,sami.boutros@outlook.com,Male,1986-06-09,,2020-09-09,,1,,4,1,1,2,13.0
529,Talaat Mansour,Talaat,Mansour,talaat.mansour@yahoo.com,Male,1987-07-26,,2017-05-04,,1,,3,1,4,3,38.0
530,Adel Elzahaby,Adel,Elzahaby,adel.elzahaby@outlook.com,Male,1992-07-15,,2021-05-26,,1,,5,4,3,1,4.0
531,Faten Zayan,Faten,Zayan,faten.zayan@yahoo.com,Female,1990-01-11,,2016-09-11,,1,,3,5,4,1,36.0
532,Amina Nagy,Amina,Nagy,amina.nagy@icloud.com,Female,1980-06-18,,2016-02-11,,0,,4,3,1,2,4.0
533,Maysa Sargious,Maysa,Sargious,maysa.sargious@yahoo.com,Female,1992-04-03,,2020-12-19,,1,,1,1,3,1,33.0
534,Rizk Kassem,Rizk,Kassem,rizk.kassem@icloud.com,Male,1998-06-27,,2024-02-12,,1,,3,4,4,2,25.0
535,Suhaila Abdelwahab,Suhaila,Abdelwahab,suhaila.abdelwahab@yahoo.com,Female,1991-02-12,,2020-04-25,,1,,3,1,2,1,26.0
536,Fathy Sadek,Fathy,Sadek,fathy.sadek@outlook.com,Male,1990-07-08,,2025-09-13,2025-12-01,0,,1,4,3,3,22.0
537,Saeed Dawoud,Saeed,Dawoud,saeed.dawoud@gmail.com,Male,1988-03-19,,2019-02-27,,0,,2,1,1,3,33.0
538,Hazem Elzahaby,Hazem,Elzahaby,hazem.elzahaby@outlook.com,Male,1982-02-14,,2025-04-13,,1,,2,2,1,2,31.0
539,Zakaria Selim,Zakaria,Selim,zakaria.selim@yahoo.com,Male,1982-05-19,,2019-01-26,,1,,5,4,3,1,18.0
540,Tarek Zogby,Tarek,Zogby,tarek.zogby@gmail.com,Male,1997-10-28,,2024-09-26,2025-02-28,0,,4,1,1,2,44.0
541,Suhaila Makram,Suhaila,Makram,suhaila.makram@icloud.com,Female,1993-01-10,,2023-05-25,,1,,5,4,1,1,49.0
542,Ehab Eltawil,Ehab,Eltawil,ehab.eltawil@yahoo.com,Male,1983-09-02,,2019-09-16,,0,,1,2,2,2,37.0
543,Nashwa Bishay,Nashwa,Bishay,nashwa.bishay@gmail.com,Female,1996-05-17,,2024-01-24,,0,,5,2,4,3,5.0
544,Ghada Saeed,Ghada,Saeed,ghada.saeed@outlook.com,Female,1998-01-06,,2015-04-10,,0,,5,2,3,1,3.0
545,Wafaa Gad,Wafaa,Gad,wafaa.gad@outlook.com,Female,1985-10-24,,2021-01-20,,1,,4,5,1,3,34.0
546,Reda El-Nahas,Reda,El-Nahas,reda.el-nahas@outlook.com,Male,1985-07-21,,2019-01-06,,0,,3,3,3,2,37.0
547,Amr Khalil,Amr,Khalil,amr.khalil@outlook.com,Male,1993-06-04,,2025-03-07,,0,,5,3,4,2,43.0
548,Kawkab Abdellatif,Kawkab,Abdellatif,kawkab.abdellatif@outlook.com,Female,1980-11-23,,2016-03-03,,1,,3,5,3,1,36.0
549,Inas Abdellatif,Inas,Abdellatif,inas.abdellatif@icloud.com,Female,1983-09-08,,2024-04-20,,0,,2,5,3,2,20.0
550,Maher El-Araby,Maher,El-Araby,maher.el-araby@icloud.com,Male,1994-12-22,,2018-01-25,2018-09-22,1,,2,2,4,3,13.0
551,Samir Zaki,Samir,Zaki,samir.zaki@yahoo.com,Male,1980-01-20,,2024-07-14,,1,,4,2,4,1,35.0
552,Mamdouh Dawoud,Mamdouh,Dawoud,mamdouh.dawoud@outlook.com,Male,1990-08-11,,2015-08-18,,0,,2,3,2,1,43.0
553,Rasheed Eldeeb,Rasheed,Eldeeb,rasheed.eldeeb@outlook.com,Male,2000-11-22,,2018-12-02,,1,,4,2,4,2,20.0
554,Mariam Saad,Mariam,Saad,mariam.saad@outlook.com,Female,1988-10-09,,2025-09-01,,0,,5,2,3,3,27.0
555,Abdelrahman Badr,Abdelrahman,Badr,abdelrahman.badr@yahoo.com,Male,1988-06-07,,2023-11-12,,1,,5,5,2,2,28.0
556,Karim El-Tabei,Karim,El-Tabei,karim.el-tabei@outlook.com,Male,1992-09-26,,2025-02-05,,1,,5,3,2,3,5.0
557,Nivin Nabil,Nivin,Nabil,nivin.nabil@hotmail.com,Female,1996-01-11,,2017-12-03,2022-11-16,1,,3,4,1,1,41.0
558,Tawfik El-Araby,Tawfik,El-Araby,tawfik.el-araby@icloud.com,Male,1984-07-08,,2025-12-11,,1,,5,3,3,2,21.0
559,Hanan Zaydan,Hanan,Zaydan,hanan.zaydan@yahoo.com,Female,1995-03-18,,2016-12-25,,0,,3,1,4,2,6.0
560,Buthaina Bishay,Buthaina,Bishay,buthaina.bishay@hotmail.com,Female,1985-02-12,,2016-11-17,,1,,5,5,4,1,4.0
561,Sayed Wissa,Sayed,Wissa,sayed.wissa@outlook.com,Male,1987-04-24,,2019-06-18,,1,,5,3,4,3,24.0
562,Abdelnabi Wadie,Abdelnabi,Wadie,abdelnabi.wadie@icloud.com,Male,1998-05-26,,2020-12-20,,1,,1,3,4,3,39.0
563,Wael Elmorshedy,Wael,Elmorshedy,wael.elmorshedy@outlook.com,Male,1996-01-17,,2025-07-01,,0,,3,3,3,1,11.0
564,Nabil Ramadan,Nabil,Ramadan,nabil.ramadan@icloud.com,Male,1993-03-14,,2015-02-19,,1,,5,5,3,2,35.0
565,Nermeen Moftah,Nermeen,Moftah,nermeen.moftah@icloud.com,Female,1983-02-22,,2024-10-26,2025-07-11,0,,3,4,2,1,17.0
566,Inas Ibrahim,Inas,Ibrahim,inas.ibrahim@yahoo.com,Female,1993-09-22,,2023-03-11,,1,,5,4,4,2,43.0
567,Amira Elsheikh,Amira,Elsheikh,amira.elsheikh@hotmail.com,Female,1985-12-03,,2020-07-15,,0,,2,4,3,1,45.0
568,Abdelrahman Iskander,Abdelrahman,Iskander,abdelrahman.iskander@outlook.com,Male,1989-11-07,,2021-03-21,,1,,2,3,3,2,4.0
569,Eman Elbesh,Eman,Elbesh,eman.elbesh@gmail.com,Female,1990-07-22,,2019-03-21,,1,,1,3,1,1,38.0
570,Fouad Zakaria,Fouad,Zakaria,fouad.zakaria@gmail.com,Male,1997-04-09,,2017-01-22,,1,,2,3,4,2,19.0
571,Zohra Labib,Zohra,Labib,zohra.labib@hotmail.com,Female,1997-12-04,,2025-09-13,,1,,4,2,4,2,1.0
572,Walid Theodor,Walid,Theodor,walid.theodor@outlook.com,Male,1982-06-28,,2021-05-14,2024-12-16,1,,5,3,3,1,24.0
573,Nader Elleithy,Nader,Elleithy,nader.elleithy@gmail.com,Male,1995-12-21,,2017-05-11,,0,,2,4,1,3,8.0
574,Nader Abdelkader,Nader,Abdelkader,nader.abdelkader@gmail.com,Male,1984-07-17,,2018-02-02,,1,,4,3,4,1,39.0
575,Nasser El-Gohary,Nasser,El-Gohary,nasser.el-gohary@yahoo.com,Male,1989-07-21,,2016-05-28,,0,,2,4,1,2,29.0
